L1,L2,L3,Count of JOB
main_2,sub_2_16,deep_2_16_48,16
main_2,sub_2_16,deep_2_16_49,18
main_2,sub_2_16,deep_2_16_5,4
main_2,sub_2_16,deep_2_16_6,4
main_2,sub_2_16,deep_2_16_7,8
main_2,sub_2_16,deep_2_16_8,14
main_2,sub_2_16,deep_2_16_9,4
main_2,sub_2_17,deep_2_17_0,12
main_2,sub_2_17,deep_2_17_1,6
main_2,sub_2_17,deep_2_17_10,10
main_2,sub_2_17,deep_2_17_11,6
main_2,sub_2_17,deep_2_17_12,2
main_2,sub_2_17,deep_2_17_13,10
main_2,sub_2_17,deep_2_17_14,14
main_2,sub_2_17,deep_2_17_15,4
main_2,sub_2_17,deep_2_17_16,2
main_2,sub_2_17,deep_2_17_17,8
main_2,sub_2_17,deep_2_17_18,10
main_2,sub_2_17,deep_2_17_19,16
main_2,sub_2_17,deep_2_17_2,8
main_2,sub_2_17,deep_2_17_20,10
main_2,sub_2_17,deep_2_17_21,6
main_2,sub_2_17,deep_2_17_22,8
main_2,sub_2_17,deep_2_17_23,4
main_2,sub_2_17,deep_2_17_24,10
main_2,sub_2_17,deep_2_17_25,4
main_2,sub_2_17,deep_2_17_26,6
main_2,sub_2_17,deep_2_17_27,18
main_2,sub_2_17,deep_2_17_28,12
main_2,sub_2_17,deep_2_17_29,16
main_2,sub_2_17,deep_2_17_3,2
main_2,sub_2_17,deep_2_17_30,16
main_2,sub_2_17,deep_2_17_31,2
main_2,sub_2_17,deep_2_17_32,6
main_2,sub_2_17,deep_2_17_33,14
main_2,sub_2_17,deep_2_17_34,16
main_2,sub_2_17,deep_2_17_35,16
main_2,sub_2_17,deep_2_17_36,4
main_2,sub_2_17,deep_2_17_37,2
main_2,sub_2_17,deep_2_17_38,4
main_2,sub_2_17,deep_2_17_39,16
main_2,sub_2_17,deep_2_17_4,10
main_2,sub_2_17,deep_2_17_40,8
main_2,sub_2_17,deep_2_17_41,12
main_2,sub_2_17,deep_2_17_42,12
main_2,sub_2_17,deep_2_17_43,14
main_2,sub_2_17,deep_2_17_44,4
main_2,sub_2_17,deep_2_17_45,18
main_2,sub_2_17,deep_2_17_46,14
main_2,sub_2_17,deep_2_17_47,6
main_2,sub_2_17,deep_2_17_48,8
main_2,sub_2_17,deep_2_17_49,4
main_2,sub_2_17,deep_2_17_5,18
main_2,sub_2_17,deep_2_17_6,14
main_2,sub_2_17,deep_2_17_7,12
main_2,sub_2_17,deep_2_17_8,16
main_2,sub_2_17,deep_2_17_9,14
main_2,sub_2_18,deep_2_18_0,10
main_2,sub_2_18,deep_2_18_1,18
main_2,sub_2_18,deep_2_18_10,8
main_2,sub_2_18,deep_2_18_11,6
main_2,sub_2_18,deep_2_18_12,8
main_2,sub_2_18,deep_2_18_13,16
main_2,sub_2_18,deep_2_18_14,4
main_2,sub_2_18,deep_2_18_15,6
main_2,sub_2_18,deep_2_18_16,14
main_2,sub_2_18,deep_2_18_17,2
main_2,sub_2_18,deep_2_18_18,4
main_2,sub_2_18,deep_2_18_19,12
main_2,sub_2_18,deep_2_18_2,18
main_2,sub_2_18,deep_2_18_20,10
main_2,sub_2_18,deep_2_18_21,10
main_2,sub_2_18,deep_2_18_22,10
main_2,sub_2_18,deep_2_18_23,18
main_2,sub_2_18,deep_2_18_24,4
main_2,sub_2_18,deep_2_18_25,6
main_2,sub_2_18,deep_2_18_26,16
main_2,sub_2_18,deep_2_18_27,14
main_2,sub_2_18,deep_2_18_28,2
main_2,sub_2_18,deep_2_18_29,4
main_2,sub_2_18,deep_2_18_3,6
main_2,sub_2_18,deep_2_18_30,2
main_2,sub_2_18,deep_2_18_31,18
main_2,sub_2_18,deep_2_18_32,18
main_2,sub_2_18,deep_2_18_33,10
main_2,sub_2_18,deep_2_18_34,18
main_2,sub_2_18,deep_2_18_35,18
main_2,sub_2_18,deep_2_18_36,6
main_2,sub_2_18,deep_2_18_37,8
main_2,sub_2_18,deep_2_18_38,4
main_2,sub_2_18,deep_2_18_39,2
main_2,sub_2_18,deep_2_18_4,4
main_2,sub_2_18,deep_2_18_40,4
main_2,sub_2_18,deep_2_18_41,12
main_2,sub_2_18,deep_2_18_42,12
main_2,sub_2_18,deep_2_18_43,16
main_2,sub_2_18,deep_2_18_44,18
main_2,sub_2_18,deep_2_18_45,10
main_2,sub_2_18,deep_2_18_46,2
main_2,sub_2_18,deep_2_18_47,10
main_2,sub_2_18,deep_2_18_48,14
main_2,sub_2_18,deep_2_18_49,8
main_2,sub_2_18,deep_2_18_5,2
main_2,sub_2_18,deep_2_18_6,4
main_2,sub_2_18,deep_2_18_7,12
main_2,sub_2_18,deep_2_18_8,14
main_2,sub_2_18,deep_2_18_9,10
main_2,sub_2_19,deep_2_19_0,16
main_2,sub_2_19,deep_2_19_1,10
main_2,sub_2_19,deep_2_19_10,14
main_2,sub_2_19,deep_2_19_11,8
main_2,sub_2_19,deep_2_19_12,12
main_2,sub_2_19,deep_2_19_13,8
main_2,sub_2_19,deep_2_19_14,8
main_2,sub_2_19,deep_2_19_15,8
main_2,sub_2_19,deep_2_19_16,14
main_2,sub_2_19,deep_2_19_17,4
main_2,sub_2_19,deep_2_19_18,6
main_2,sub_2_19,deep_2_19_19,18
main_2,sub_2_19,deep_2_19_2,2
main_2,sub_2_19,deep_2_19_20,4
main_2,sub_2_19,deep_2_19_21,14
main_2,sub_2_19,deep_2_19_22,14
main_2,sub_2_19,deep_2_19_23,14
main_2,sub_2_19,deep_2_19_24,12
main_2,sub_2_19,deep_2_19_25,2
main_2,sub_2_19,deep_2_19_26,6
main_2,sub_2_19,deep_2_19_27,10
main_2,sub_2_19,deep_2_19_28,6
main_2,sub_2_19,deep_2_19_29,10
main_2,sub_2_19,deep_2_19_3,8
main_2,sub_2_19,deep_2_19_30,16
main_2,sub_2_19,deep_2_19_31,18
main_2,sub_2_19,deep_2_19_32,14
main_2,sub_2_19,deep_2_19_33,18
main_2,sub_2_19,deep_2_19_34,4
main_2,sub_2_19,deep_2_19_35,4
main_2,sub_2_19,deep_2_19_36,18
main_2,sub_2_19,deep_2_19_37,16
main_2,sub_2_19,deep_2_19_38,18
main_2,sub_2_19,deep_2_19_39,18
main_2,sub_2_19,deep_2_19_4,12
main_2,sub_2_19,deep_2_19_40,14
main_2,sub_2_19,deep_2_19_41,10
main_2,sub_2_19,deep_2_19_42,12
main_2,sub_2_19,deep_2_19_43,10
main_2,sub_2_19,deep_2_19_44,8
main_2,sub_2_19,deep_2_19_45,4
main_2,sub_2_19,deep_2_19_46,14
main_2,sub_2_19,deep_2_19_47,8
main_2,sub_2_19,deep_2_19_48,14
main_2,sub_2_19,deep_2_19_49,2
main_2,sub_2_19,deep_2_19_5,12
main_2,sub_2_19,deep_2_19_6,4
main_2,sub_2_19,deep_2_19_7,8
main_2,sub_2_19,deep_2_19_8,10
main_2,sub_2_19,deep_2_19_9,10
main_2,sub_2_2,deep_2_2_0,16
main_2,sub_2_2,deep_2_2_1,12
main_2,sub_2_2,deep_2_2_10,14
main_2,sub_2_2,deep_2_2_11,6
main_2,sub_2_2,deep_2_2_12,16
main_2,sub_2_2,deep_2_2_13,18
main_2,sub_2_2,deep_2_2_14,12
main_2,sub_2_2,deep_2_2_15,16
main_2,sub_2_2,deep_2_2_16,4
main_2,sub_2_2,deep_2_2_17,12
main_2,sub_2_2,deep_2_2_18,8
main_2,sub_2_2,deep_2_2_19,18
main_2,sub_2_2,deep_2_2_2,12
main_2,sub_2_2,deep_2_2_20,2
main_2,sub_2_2,deep_2_2_21,2
main_2,sub_2_2,deep_2_2_22,6
main_2,sub_2_2,deep_2_2_23,10
main_2,sub_2_2,deep_2_2_24,12
main_2,sub_2_2,deep_2_2_25,12
main_2,sub_2_2,deep_2_2_26,4
main_2,sub_2_2,deep_2_2_27,12
main_2,sub_2_2,deep_2_2_28,2
main_2,sub_2_2,deep_2_2_29,10
main_2,sub_2_2,deep_2_2_3,10
main_2,sub_2_2,deep_2_2_30,8
main_2,sub_2_2,deep_2_2_31,10
main_2,sub_2_2,deep_2_2_32,6
main_2,sub_2_2,deep_2_2_33,12
main_2,sub_2_2,deep_2_2_34,12
main_2,sub_2_2,deep_2_2_35,14
main_2,sub_2_2,deep_2_2_36,18
main_2,sub_2_2,deep_2_2_37,14
main_2,sub_2_2,deep_2_2_38,8
main_2,sub_2_2,deep_2_2_39,16
main_2,sub_2_2,deep_2_2_4,14
main_2,sub_2_2,deep_2_2_40,14
main_2,sub_2_2,deep_2_2_41,12
main_2,sub_2_2,deep_2_2_42,18
main_2,sub_2_2,deep_2_2_43,6
main_2,sub_2_2,deep_2_2_44,16
main_2,sub_2_2,deep_2_2_45,18
main_2,sub_2_2,deep_2_2_46,8
main_2,sub_2_2,deep_2_2_47,14
main_2,sub_2_2,deep_2_2_48,10
main_2,sub_2_2,deep_2_2_49,16
main_2,sub_2_2,deep_2_2_5,14
main_2,sub_2_2,deep_2_2_6,4
main_2,sub_2_2,deep_2_2_7,2
main_2,sub_2_2,deep_2_2_8,2
main_2,sub_2_2,deep_2_2_9,14
main_2,sub_2_3,deep_2_3_0,14
main_2,sub_2_3,deep_2_3_1,10
main_2,sub_2_3,deep_2_3_10,8
main_2,sub_2_3,deep_2_3_11,8
main_2,sub_2_3,deep_2_3_12,6
main_2,sub_2_3,deep_2_3_13,2
main_2,sub_2_3,deep_2_3_14,12
main_2,sub_2_3,deep_2_3_15,18
main_2,sub_2_3,deep_2_3_16,6
main_2,sub_2_3,deep_2_3_17,12
main_2,sub_2_3,deep_2_3_18,12
main_2,sub_2_3,deep_2_3_19,2
main_2,sub_2_3,deep_2_3_2,14
main_2,sub_2_3,deep_2_3_20,14
main_2,sub_2_3,deep_2_3_21,12
main_2,sub_2_3,deep_2_3_22,18
main_2,sub_2_3,deep_2_3_23,18
main_2,sub_2_3,deep_2_3_24,8
main_2,sub_2_3,deep_2_3_25,10
main_2,sub_2_3,deep_2_3_26,2
main_2,sub_2_3,deep_2_3_27,2
main_2,sub_2_3,deep_2_3_28,2
main_2,sub_2_3,deep_2_3_29,12
main_2,sub_2_3,deep_2_3_3,6
main_2,sub_2_3,deep_2_3_30,8
main_2,sub_2_3,deep_2_3_31,16
main_2,sub_2_3,deep_2_3_32,8
main_2,sub_2_3,deep_2_3_33,6
main_2,sub_2_3,deep_2_3_34,4
main_2,sub_2_3,deep_2_3_35,8
main_2,sub_2_3,deep_2_3_36,18
main_2,sub_2_3,deep_2_3_37,12
main_2,sub_2_3,deep_2_3_38,4
main_2,sub_2_3,deep_2_3_39,14
main_2,sub_2_3,deep_2_3_4,8
main_2,sub_2_3,deep_2_3_40,16
main_2,sub_2_3,deep_2_3_41,2
main_2,sub_2_3,deep_2_3_42,6
main_2,sub_2_3,deep_2_3_43,18
main_2,sub_2_3,deep_2_3_44,6
main_2,sub_2_3,deep_2_3_45,18
main_2,sub_2_3,deep_2_3_46,2
main_2,sub_2_3,deep_2_3_47,8
main_2,sub_2_3,deep_2_3_48,14
main_2,sub_2_3,deep_2_3_49,10
main_2,sub_2_3,deep_2_3_5,10
main_2,sub_2_3,deep_2_3_6,6
main_2,sub_2_3,deep_2_3_7,18
main_2,sub_2_3,deep_2_3_8,12
main_2,sub_2_3,deep_2_3_9,12
main_2,sub_2_4,deep_2_4_0,12
main_2,sub_2_4,deep_2_4_1,12
main_2,sub_2_4,deep_2_4_10,8
main_2,sub_2_4,deep_2_4_11,12
main_2,sub_2_4,deep_2_4_12,12
main_2,sub_2_4,deep_2_4_13,8
main_2,sub_2_4,deep_2_4_14,14
main_2,sub_2_4,deep_2_4_15,8
main_2,sub_2_4,deep_2_4_16,2
main_2,sub_2_4,deep_2_4_17,2
main_2,sub_2_4,deep_2_4_18,6
main_2,sub_2_4,deep_2_4_19,2
main_2,sub_2_4,deep_2_4_2,8
main_2,sub_2_4,deep_2_4_20,6
main_2,sub_2_4,deep_2_4_21,16
main_2,sub_2_4,deep_2_4_22,14
main_2,sub_2_4,deep_2_4_23,8
main_2,sub_2_4,deep_2_4_24,2
main_2,sub_2_4,deep_2_4_25,2
main_2,sub_2_4,deep_2_4_26,16
main_2,sub_2_4,deep_2_4_27,16
main_2,sub_2_4,deep_2_4_28,4
main_2,sub_2_4,deep_2_4_29,16
main_2,sub_2_4,deep_2_4_3,4
main_2,sub_2_4,deep_2_4_30,10
main_2,sub_2_4,deep_2_4_31,18
main_2,sub_2_4,deep_2_4_32,8
main_2,sub_2_4,deep_2_4_33,4
main_2,sub_2_4,deep_2_4_34,10
main_2,sub_2_4,deep_2_4_35,10
main_2,sub_2_4,deep_2_4_36,10
main_2,sub_2_4,deep_2_4_37,2
main_2,sub_2_4,deep_2_4_38,8
main_2,sub_2_4,deep_2_4_39,12
main_2,sub_2_4,deep_2_4_4,12
main_2,sub_2_4,deep_2_4_40,14
main_2,sub_2_4,deep_2_4_41,2
main_2,sub_2_4,deep_2_4_42,16
main_2,sub_2_4,deep_2_4_43,4
main_2,sub_2_4,deep_2_4_44,4
main_2,sub_2_4,deep_2_4_45,16
main_2,sub_2_4,deep_2_4_46,8
main_2,sub_2_4,deep_2_4_47,14
main_2,sub_2_4,deep_2_4_48,16
main_2,sub_2_4,deep_2_4_49,18
main_2,sub_2_4,deep_2_4_5,14
main_2,sub_2_4,deep_2_4_6,6
main_2,sub_2_4,deep_2_4_7,12
main_2,sub_2_4,deep_2_4_8,14
main_2,sub_2_4,deep_2_4_9,14
main_2,sub_2_5,deep_2_5_0,8
main_2,sub_2_5,deep_2_5_1,14
main_2,sub_2_5,deep_2_5_10,14
main_2,sub_2_5,deep_2_5_11,12
main_2,sub_2_5,deep_2_5_12,8
main_2,sub_2_5,deep_2_5_13,10
main_2,sub_2_5,deep_2_5_14,18
main_2,sub_2_5,deep_2_5_15,18
main_2,sub_2_5,deep_2_5_16,2
main_2,sub_2_5,deep_2_5_17,6
main_2,sub_2_5,deep_2_5_18,4
main_2,sub_2_5,deep_2_5_19,4
main_2,sub_2_5,deep_2_5_2,4
main_2,sub_2_5,deep_2_5_20,12
main_2,sub_2_5,deep_2_5_21,2
main_2,sub_2_5,deep_2_5_22,14
main_2,sub_2_5,deep_2_5_23,12
main_2,sub_2_5,deep_2_5_24,4
main_2,sub_2_5,deep_2_5_25,16
main_2,sub_2_5,deep_2_5_26,14
main_2,sub_2_5,deep_2_5_27,18
main_2,sub_2_5,deep_2_5_28,12
main_2,sub_2_5,deep_2_5_29,12
main_2,sub_2_5,deep_2_5_3,6
main_2,sub_2_5,deep_2_5_30,12
main_2,sub_2_5,deep_2_5_31,2
main_2,sub_2_5,deep_2_5_32,14
main_2,sub_2_5,deep_2_5_33,12
main_2,sub_2_5,deep_2_5_34,4
main_2,sub_2_5,deep_2_5_35,4
main_2,sub_2_5,deep_2_5_36,4
main_2,sub_2_5,deep_2_5_37,4
main_2,sub_2_5,deep_2_5_38,2
main_2,sub_2_5,deep_2_5_39,10
main_2,sub_2_5,deep_2_5_4,16
main_2,sub_2_5,deep_2_5_40,10
main_2,sub_2_5,deep_2_5_41,16
main_2,sub_2_5,deep_2_5_42,10
main_2,sub_2_5,deep_2_5_43,12
main_2,sub_2_5,deep_2_5_44,10
main_2,sub_2_5,deep_2_5_45,2
main_2,sub_2_5,deep_2_5_46,2
main_2,sub_2_5,deep_2_5_47,18
main_2,sub_2_5,deep_2_5_48,12
main_2,sub_2_5,deep_2_5_49,8
main_2,sub_2_5,deep_2_5_5,12
main_2,sub_2_5,deep_2_5_6,10
main_2,sub_2_5,deep_2_5_7,2
main_2,sub_2_5,deep_2_5_8,16
main_2,sub_2_5,deep_2_5_9,8
main_2,sub_2_6,deep_2_6_0,10
main_2,sub_2_6,deep_2_6_1,6
main_2,sub_2_6,deep_2_6_10,6
main_2,sub_2_6,deep_2_6_11,4
main_2,sub_2_6,deep_2_6_12,2
main_2,sub_2_6,deep_2_6_13,8
main_2,sub_2_6,deep_2_6_14,6
main_2,sub_2_6,deep_2_6_15,10
main_2,sub_2_6,deep_2_6_16,4
main_2,sub_2_6,deep_2_6_17,12
main_2,sub_2_6,deep_2_6_18,16
main_2,sub_2_6,deep_2_6_19,14
main_2,sub_2_6,deep_2_6_2,12
main_2,sub_2_6,deep_2_6_20,18
main_2,sub_2_6,deep_2_6_21,8
main_2,sub_2_6,deep_2_6_22,6
main_2,sub_2_6,deep_2_6_23,16
main_2,sub_2_6,deep_2_6_24,8
main_2,sub_2_6,deep_2_6_25,10
main_2,sub_2_6,deep_2_6_26,18
main_2,sub_2_6,deep_2_6_27,14
main_2,sub_2_6,deep_2_6_28,8
main_2,sub_2_6,deep_2_6_29,12
main_2,sub_2_6,deep_2_6_3,12
main_2,sub_2_6,deep_2_6_30,2
main_2,sub_2_6,deep_2_6_31,14
main_2,sub_2_6,deep_2_6_32,4
main_2,sub_2_6,deep_2_6_33,8
main_2,sub_2_6,deep_2_6_34,18
main_2,sub_2_6,deep_2_6_35,6
main_2,sub_2_6,deep_2_6_36,12
main_2,sub_2_6,deep_2_6_37,2
main_2,sub_2_6,deep_2_6_38,4
main_2,sub_2_6,deep_2_6_39,2
main_2,sub_2_6,deep_2_6_4,12
main_2,sub_2_6,deep_2_6_40,12
main_2,sub_2_6,deep_2_6_41,14
main_2,sub_2_6,deep_2_6_42,2
main_2,sub_2_6,deep_2_6_43,6
main_2,sub_2_6,deep_2_6_44,16
main_2,sub_2_6,deep_2_6_45,14
main_2,sub_2_6,deep_2_6_46,12
main_2,sub_2_6,deep_2_6_47,10
main_2,sub_2_6,deep_2_6_48,10
main_2,sub_2_6,deep_2_6_49,8
main_2,sub_2_6,deep_2_6_5,14
main_2,sub_2_6,deep_2_6_6,6
main_2,sub_2_6,deep_2_6_7,2
main_2,sub_2_6,deep_2_6_8,12
main_2,sub_2_6,deep_2_6_9,14
main_2,sub_2_7,deep_2_7_0,12
main_2,sub_2_7,deep_2_7_1,18
main_2,sub_2_7,deep_2_7_10,2
main_2,sub_2_7,deep_2_7_11,8
main_2,sub_2_7,deep_2_7_12,12
main_2,sub_2_7,deep_2_7_13,8
main_2,sub_2_7,deep_2_7_14,14
main_2,sub_2_7,deep_2_7_15,14
main_2,sub_2_7,deep_2_7_16,14
main_2,sub_2_7,deep_2_7_17,18
main_2,sub_2_7,deep_2_7_18,8
main_2,sub_2_7,deep_2_7_19,4
main_2,sub_2_7,deep_2_7_2,8
main_2,sub_2_7,deep_2_7_20,2
main_2,sub_2_7,deep_2_7_21,10
main_2,sub_2_7,deep_2_7_22,6
main_2,sub_2_7,deep_2_7_23,14
main_2,sub_2_7,deep_2_7_24,14
main_2,sub_2_7,deep_2_7_25,12
main_2,sub_2_7,deep_2_7_26,4
main_2,sub_2_7,deep_2_7_27,6
main_2,sub_2_7,deep_2_7_28,18
main_2,sub_2_7,deep_2_7_29,14
main_2,sub_2_7,deep_2_7_3,12
main_2,sub_2_7,deep_2_7_30,18
main_2,sub_2_7,deep_2_7_31,18
main_2,sub_2_7,deep_2_7_32,14
main_2,sub_2_7,deep_2_7_33,18
main_2,sub_2_7,deep_2_7_34,18
main_2,sub_2_7,deep_2_7_35,16
main_2,sub_2_7,deep_2_7_36,16
main_2,sub_2_7,deep_2_7_37,18
main_2,sub_2_7,deep_2_7_38,8
main_2,sub_2_7,deep_2_7_39,10
main_2,sub_2_7,deep_2_7_4,14
main_2,sub_2_7,deep_2_7_40,12
main_2,sub_2_7,deep_2_7_41,16
main_2,sub_2_7,deep_2_7_42,16
main_2,sub_2_7,deep_2_7_43,16
main_2,sub_2_7,deep_2_7_44,18
main_2,sub_2_7,deep_2_7_45,16
main_2,sub_2_7,deep_2_7_46,18
main_2,sub_2_7,deep_2_7_47,8
main_2,sub_2_7,deep_2_7_48,18
main_2,sub_2_7,deep_2_7_49,12
main_2,sub_2_7,deep_2_7_5,12
main_2,sub_2_7,deep_2_7_6,6
main_2,sub_2_7,deep_2_7_7,16
main_2,sub_2_7,deep_2_7_8,16
main_2,sub_2_7,deep_2_7_9,18
main_2,sub_2_8,deep_2_8_0,18
main_2,sub_2_8,deep_2_8_1,14
main_2,sub_2_8,deep_2_8_10,14
main_2,sub_2_8,deep_2_8_11,10
main_2,sub_2_8,deep_2_8_12,2
main_2,sub_2_8,deep_2_8_13,16
main_2,sub_2_8,deep_2_8_14,12
main_2,sub_2_8,deep_2_8_15,4
main_2,sub_2_8,deep_2_8_16,2
main_2,sub_2_8,deep_2_8_17,14
main_2,sub_2_8,deep_2_8_18,2
main_2,sub_2_8,deep_2_8_19,8
main_2,sub_2_8,deep_2_8_2,2
main_2,sub_2_8,deep_2_8_20,6
main_2,sub_2_8,deep_2_8_21,10
main_2,sub_2_8,deep_2_8_22,6
main_2,sub_2_8,deep_2_8_23,2
main_2,sub_2_8,deep_2_8_24,2
main_2,sub_2_8,deep_2_8_25,18
main_2,sub_2_8,deep_2_8_26,18
main_2,sub_2_8,deep_2_8_27,12
main_2,sub_2_8,deep_2_8_28,6
main_2,sub_2_8,deep_2_8_29,12
main_2,sub_2_8,deep_2_8_3,14
main_2,sub_2_8,deep_2_8_30,4
main_2,sub_2_8,deep_2_8_31,18
main_2,sub_2_8,deep_2_8_32,4
main_2,sub_2_8,deep_2_8_33,10
main_2,sub_2_8,deep_2_8_34,4
main_2,sub_2_8,deep_2_8_35,2
main_2,sub_2_8,deep_2_8_36,14
main_2,sub_2_8,deep_2_8_37,6
main_2,sub_2_8,deep_2_8_38,12
main_2,sub_2_8,deep_2_8_39,14
main_2,sub_2_8,deep_2_8_4,2
main_2,sub_2_8,deep_2_8_40,2
main_2,sub_2_8,deep_2_8_41,10
main_2,sub_2_8,deep_2_8_42,16
main_2,sub_2_8,deep_2_8_43,18
main_2,sub_2_8,deep_2_8_44,18
main_2,sub_2_8,deep_2_8_45,2
main_2,sub_2_8,deep_2_8_46,10
main_2,sub_2_8,deep_2_8_47,2
main_2,sub_2_8,deep_2_8_48,6
main_2,sub_2_8,deep_2_8_49,4
main_2,sub_2_8,deep_2_8_5,6
main_2,sub_2_8,deep_2_8_6,6
main_2,sub_2_8,deep_2_8_7,6
main_2,sub_2_8,deep_2_8_8,8
main_2,sub_2_8,deep_2_8_9,14
main_2,sub_2_9,deep_2_9_0,8
main_2,sub_2_9,deep_2_9_1,10
main_2,sub_2_9,deep_2_9_10,12
main_2,sub_2_9,deep_2_9_11,18
main_2,sub_2_9,deep_2_9_12,14
main_2,sub_2_9,deep_2_9_13,12
main_2,sub_2_9,deep_2_9_14,16
main_2,sub_2_9,deep_2_9_15,10
main_2,sub_2_9,deep_2_9_16,6
main_2,sub_2_9,deep_2_9_17,10
main_2,sub_2_9,deep_2_9_18,12
main_2,sub_2_9,deep_2_9_19,14
main_2,sub_2_9,deep_2_9_2,8
main_2,sub_2_9,deep_2_9_20,16
main_2,sub_2_9,deep_2_9_21,16
main_2,sub_2_9,deep_2_9_22,8
main_2,sub_2_9,deep_2_9_23,18
main_2,sub_2_9,deep_2_9_24,8
main_2,sub_2_9,deep_2_9_25,12
main_2,sub_2_9,deep_2_9_26,6
main_2,sub_2_9,deep_2_9_27,4
main_2,sub_2_9,deep_2_9_28,4
main_2,sub_2_9,deep_2_9_29,4
main_2,sub_2_9,deep_2_9_3,16
main_2,sub_2_9,deep_2_9_30,2
main_2,sub_2_9,deep_2_9_31,8
main_2,sub_2_9,deep_2_9_32,16
main_2,sub_2_9,deep_2_9_33,4
main_2,sub_2_9,deep_2_9_34,12
main_2,sub_2_9,deep_2_9_35,8
main_2,sub_2_9,deep_2_9_36,8
main_2,sub_2_9,deep_2_9_37,4
main_2,sub_2_9,deep_2_9_38,4
main_2,sub_2_9,deep_2_9_39,4
main_2,sub_2_9,deep_2_9_4,6
main_2,sub_2_9,deep_2_9_40,12
main_2,sub_2_9,deep_2_9_41,6
main_2,sub_2_9,deep_2_9_42,18
main_2,sub_2_9,deep_2_9_43,4
main_2,sub_2_9,deep_2_9_44,18
main_2,sub_2_9,deep_2_9_45,4
main_2,sub_2_9,deep_2_9_46,14
main_2,sub_2_9,deep_2_9_47,4
main_2,sub_2_9,deep_2_9_48,2
main_2,sub_2_9,deep_2_9_49,18
main_2,sub_2_9,deep_2_9_5,18
main_2,sub_2_9,deep_2_9_6,4
main_2,sub_2_9,deep_2_9_7,8
main_2,sub_2_9,deep_2_9_8,4
main_2,sub_2_9,deep_2_9_9,14
main_3,sub_3_0,deep_3_0_0,12
main_3,sub_3_0,deep_3_0_1,6
main_3,sub_3_0,deep_3_0_10,16
main_3,sub_3_0,deep_3_0_11,16
main_3,sub_3_0,deep_3_0_12,12
main_3,sub_3_0,deep_3_0_13,16
main_3,sub_3_0,deep_3_0_14,12
main_3,sub_3_0,deep_3_0_15,14
main_3,sub_3_0,deep_3_0_16,6
main_3,sub_3_0,deep_3_0_17,6
main_3,sub_3_0,deep_3_0_18,14
main_3,sub_3_0,deep_3_0_19,16
main_3,sub_3_0,deep_3_0_2,6
main_3,sub_3_0,deep_3_0_20,16
main_3,sub_3_0,deep_3_0_21,4
main_3,sub_3_0,deep_3_0_22,6
main_3,sub_3_0,deep_3_0_23,10
main_3,sub_3_0,deep_3_0_24,12
main_3,sub_3_0,deep_3_0_25,10
main_3,sub_3_0,deep_3_0_26,14
main_3,sub_3_0,deep_3_0_27,2
main_3,sub_3_0,deep_3_0_28,8
main_3,sub_3_0,deep_3_0_29,2
main_3,sub_3_0,deep_3_0_3,12
main_3,sub_3_0,deep_3_0_30,8
main_3,sub_3_0,deep_3_0_31,12
main_3,sub_3_0,deep_3_0_32,6
main_3,sub_3_0,deep_3_0_33,4
main_3,sub_3_0,deep_3_0_34,18
main_3,sub_3_0,deep_3_0_35,10
main_3,sub_3_0,deep_3_0_36,10
main_3,sub_3_0,deep_3_0_37,14
main_3,sub_3_0,deep_3_0_38,14
main_3,sub_3_0,deep_3_0_39,6
main_3,sub_3_0,deep_3_0_4,2
main_3,sub_3_0,deep_3_0_40,14
main_3,sub_3_0,deep_3_0_41,14
main_3,sub_3_0,deep_3_0_42,10
main_3,sub_3_0,deep_3_0_43,12
main_3,sub_3_0,deep_3_0_44,4
main_3,sub_3_0,deep_3_0_45,18
main_3,sub_3_0,deep_3_0_46,16
main_3,sub_3_0,deep_3_0_47,6
main_3,sub_3_0,deep_3_0_48,4
main_3,sub_3_0,deep_3_0_49,8
main_3,sub_3_0,deep_3_0_5,14
main_3,sub_3_0,deep_3_0_6,18
main_3,sub_3_0,deep_3_0_7,2
main_3,sub_3_0,deep_3_0_8,14
main_3,sub_3_0,deep_3_0_9,16
main_3,sub_3_1,deep_3_1_0,16
main_3,sub_3_1,deep_3_1_1,12
main_3,sub_3_1,deep_3_1_10,16
main_3,sub_3_1,deep_3_1_11,2
main_3,sub_3_1,deep_3_1_12,2
main_3,sub_3_1,deep_3_1_13,10
main_3,sub_3_1,deep_3_1_14,10
main_3,sub_3_1,deep_3_1_15,2
main_3,sub_3_1,deep_3_1_16,6
main_3,sub_3_1,deep_3_1_17,2
main_3,sub_3_1,deep_3_1_18,4
main_3,sub_3_1,deep_3_1_19,2
main_3,sub_3_1,deep_3_1_2,6
main_3,sub_3_1,deep_3_1_20,4
main_3,sub_3_1,deep_3_1_21,10
main_3,sub_3_1,deep_3_1_22,10
main_3,sub_3_1,deep_3_1_23,4
main_3,sub_3_1,deep_3_1_24,14
main_3,sub_3_1,deep_3_1_25,2
main_3,sub_3_1,deep_3_1_26,12
main_3,sub_3_1,deep_3_1_27,16
main_3,sub_3_1,deep_3_1_28,10
main_3,sub_3_1,deep_3_1_29,8
main_3,sub_3_1,deep_3_1_3,14
main_3,sub_3_1,deep_3_1_30,4
main_3,sub_3_1,deep_3_1_31,8
main_3,sub_3_1,deep_3_1_32,6
main_3,sub_3_1,deep_3_1_33,10
